Schooljaar: korte omschrijving;Leerjaar lager;Aantal zittenblijvers;Aantal leerlingen;Marketingnaam
2020-2021;4e leerjaar;5;44;De Luchtballon
2020-2021;5e leerjaar;1;28;De Luchtballon
2020-2021;6e leerjaar;;24;De Luchtballon
2020-2021;1e leerjaar;2;44;Hoedjes van Papier
2020-2021;2e leerjaar;1;50;Hoedjes van Papier
2020-2021;3e leerjaar;1;42;Hoedjes van Papier
2020-2021;4e leerjaar;1;47;Hoedjes van Papier
2020-2021;5e leerjaar;1;43;Hoedjes van Papier
2020-2021;6e leerjaar;;37;Hoedjes van Papier
2020-2021;1e leerjaar;;48;Het Vliegertje
2020-2021;2e leerjaar;;48;Het Vliegertje
2020-2021;3e leerjaar;;49;Het Vliegertje
2020-2021;4e leerjaar;1;49;Het Vliegertje
2020-2021;5e leerjaar;;48;Het Vliegertje
2020-2021;6e leerjaar;;44;Het Vliegertje
2020-2021;1e leerjaar;4;50;Het Baronneke
2020-2021;2e leerjaar;3;45;Het Baronneke
2020-2021;3e leerjaar;5;45;Het Baronneke
2020-2021;4e leerjaar;2;40;Het Baronneke
2020-2021;5e leerjaar;1;42;Het Baronneke
2020-2021;6e leerjaar;;35;Het Baronneke
2020-2021;1e leerjaar;7;50;De Kleine Ontdekker
2020-2021;2e leerjaar;4;41;De Kleine Ontdekker
2020-2021;3e leerjaar;4;45;De Kleine Ontdekker
2020-2021;4e leerjaar;;42;De Kleine Ontdekker
2020-2021;5e leerjaar;3;44;De Kleine Ontdekker
2020-2021;6e leerjaar;;26;De Kleine Ontdekker
2020-2021;1e leerjaar;7;24;De Mozaïek
2020-2021;2e leerjaar;4;25;De Mozaïek
2020-2021;3e leerjaar;4;19;De Mozaïek
2020-2021;4e leerjaar;2;20;De Mozaïek
2020-2021;5e leerjaar;1;20;De Mozaïek
2020-2021;6e leerjaar;;14;De Mozaïek
2020-2021;1e leerjaar;5;44;De Bever
2020-2021;2e leerjaar;1;29;De Bever
2020-2021;3e leerjaar;3;39;De Bever
2020-2021;4e leerjaar;2;39;De Bever
2020-2021;5e leerjaar;1;39;De Bever
2020-2021;6e leerjaar;;24;De Bever
2020-2021;1e leerjaar;9;49;De Kangoeroe
2020-2021;2e leerjaar;5;45;De Kangoeroe
2020-2021;3e leerjaar;1;47;De Kangoeroe
2020-2021;4e leerjaar;4;41;De Kangoeroe
2020-2021;5e leerjaar;4;37;De Kangoeroe
2020-2021;6e leerjaar;;34;De Kangoeroe
2020-2021;1e leerjaar;2;22;De Speelvogel
2020-2021;2e leerjaar;;33;De Speelvogel
2020-2021;3e leerjaar;;26;De Speelvogel
2020-2021;4e leerjaar;;24;De Speelvogel
2020-2021;5e leerjaar;;26;De Speelvogel
2020-2021;6e leerjaar;;22;De Speelvogel
2020-2021;1e leerjaar;2;48;Inpeeria
2020-2021;2e leerjaar;3;39;Inpeeria
2020-2021;3e leerjaar;2;38;Inpeeria
2020-2021;4e leerjaar;2;40;Inpeeria
2020-2021;5e leerjaar;;34;Inpeeria
2020-2021;6e leerjaar;;33;Inpeeria
2020-2021;4e leerjaar;1;94;De Vlinderboom
2020-2021;5e leerjaar;1;113;De Vlinderboom
2020-2021;6e leerjaar;1;93;De Vlinderboom
2020-2021;1e leerjaar;6;91;De Vlinderboom
2020-2021;2e leerjaar;2;92;De Vlinderboom
2020-2021;3e leerjaar;;96;De Vlinderboom
2020-2021;1e leerjaar;4;30;De Esdoorn
2020-2021;2e leerjaar;2;35;De Esdoorn
2020-2021;3e leerjaar;1;28;De Esdoorn
2020-2021;4e leerjaar;;34;De Esdoorn
2020-2021;5e leerjaar;3;30;De Esdoorn
2020-2021;6e leerjaar;;26;De Esdoorn
2020-2021;1e leerjaar;;42;Flora
2020-2021;2e leerjaar;4;36;Flora
2020-2021;3e leerjaar;2;38;Flora
2020-2021;4e leerjaar;3;41;Flora
2020-2021;5e leerjaar;;24;Flora
2020-2021;6e leerjaar;;24;Flora
2020-2021;1e leerjaar;3;26;De Horizon
2020-2021;2e leerjaar;3;18;De Horizon
2020-2021;3e leerjaar;2;22;De Horizon
2020-2021;4e leerjaar;;12;De Horizon
2020-2021;5e leerjaar;;11;De Horizon
2020-2021;6e leerjaar;;11;De Horizon
2020-2021;1e leerjaar;;23;De Kolibrie
2020-2021;2e leerjaar;;24;De Kolibrie
2020-2021;3e leerjaar;;36;De Kolibrie
2020-2021;4e leerjaar;1;22;De Kolibrie
2020-2021;5e leerjaar;;24;De Kolibrie
2020-2021;6e leerjaar;;26;De Kolibrie
2020-2021;1e leerjaar;10;37;De Boomhut
2020-2021;2e leerjaar;3;38;De Boomhut
2020-2021;3e leerjaar;6;26;De Boomhut
2020-2021;4e leerjaar;1;27;De Boomhut
2020-2021;5e leerjaar;;26;De Boomhut
2020-2021;6e leerjaar;;10;De Boomhut
2020-2021;1e leerjaar;1;40;Leopold III
2020-2021;2e leerjaar;1;28;Leopold III
2020-2021;3e leerjaar;1;41;Leopold III
2020-2021;4e leerjaar;;35;Leopold III
2020-2021;5e leerjaar;;40;Leopold III
2020-2021;6e leerjaar;;45;Leopold III
2020-2021;1e leerjaar;2;33;Fruithof
2020-2021;2e leerjaar;5;33;Fruithof
2020-2021;3e leerjaar;2;35;Fruithof
2020-2021;4e leerjaar;2;37;Fruithof
2020-2021;5e leerjaar;5;35;Fruithof
2020-2021;6e leerjaar;;33;Fruithof
2020-2021;1e leerjaar;4;21;Klavertjevier
2020-2021;2e leerjaar;1;31;Klavertjevier
2020-2021;3e leerjaar;;27;Klavertjevier
2020-2021;4e leerjaar;1;23;Klavertjevier
2020-2021;5e leerjaar;2;30;Klavertjevier
2020-2021;6e leerjaar;;23;Klavertjevier
2020-2021;1e leerjaar;6;48;De Letter
2020-2021;2e leerjaar;3;30;De Letter
2020-2021;3e leerjaar;1;47;De Letter
2020-2021;4e leerjaar;1;38;De Letter
2020-2021;5e leerjaar;;46;De Letter
2020-2021;6e leerjaar;;39;De Letter
2020-2021;1e leerjaar;;27;Prins Boudewijn
2020-2021;2e leerjaar;;25;Prins Boudewijn
2020-2021;3e leerjaar;;26;Prins Boudewijn
2020-2021;4e leerjaar;;24;Prins Boudewijn
2020-2021;5e leerjaar;;26;Prins Boudewijn
2020-2021;6e leerjaar;1;27;Prins Boudewijn
2020-2021;1e leerjaar;2;52;Polderstad
2020-2021;2e leerjaar;;47;Polderstad
2020-2021;3e leerjaar;;46;Polderstad
2020-2021;4e leerjaar;;43;Polderstad
2020-2021;5e leerjaar;;49;Polderstad
2020-2021;6e leerjaar;;49;Polderstad
2020-2021;1e leerjaar;8;29;Edison
2020-2021;2e leerjaar;2;35;Edison
2020-2021;3e leerjaar;;38;Edison
2020-2021;4e leerjaar;1;44;Edison
2020-2021;5e leerjaar;3;44;Edison
2020-2021;6e leerjaar;1;23;Edison
2020-2021;1e leerjaar;11;68;Het Kompas
2020-2021;2e leerjaar;2;58;Het Kompas
2020-2021;3e leerjaar;;64;Het Kompas
2020-2021;4e leerjaar;;58;Het Kompas
2020-2021;5e leerjaar;;64;Het Kompas
2020-2021;6e leerjaar;;50;Het Kompas
2020-2021;1e leerjaar;6;40;Accent
2020-2021;2e leerjaar;2;41;Accent
2020-2021;3e leerjaar;6;43;Accent
2020-2021;4e leerjaar;;32;Accent
2020-2021;5e leerjaar;3;44;Accent
2020-2021;6e leerjaar;;29;Accent
2020-2021;1e leerjaar;6;44;De Octopus
2020-2021;2e leerjaar;3;44;De Octopus
2020-2021;3e leerjaar;1;37;De Octopus
2020-2021;4e leerjaar;1;43;De Octopus
2020-2021;5e leerjaar;;34;De Octopus
2020-2021;6e leerjaar;;38;De Octopus
2020-2021;1e leerjaar;1;41;Optimist
2020-2021;2e leerjaar;2;43;Optimist
2020-2021;3e leerjaar;4;47;Optimist
2020-2021;4e leerjaar;9;55;Optimist
2020-2021;5e leerjaar;2;37;Optimist
2020-2021;6e leerjaar;;32;Optimist
2020-2021;1e leerjaar;1;25;De Kleurenboom
2020-2021;2e leerjaar;;25;De Kleurenboom
2020-2021;3e leerjaar;1;20;De Kleurenboom
2020-2021;4e leerjaar;2;18;De Kleurenboom
2020-2021;5e leerjaar;;15;De Kleurenboom
2020-2021;6e leerjaar;;9;De Kleurenboom
2020-2021;1e leerjaar;;17;De Gele Ballon
2020-2021;2e leerjaar;1;18;De Gele Ballon
2020-2021;3e leerjaar;;21;De Gele Ballon
2020-2021;4e leerjaar;;13;De Gele Ballon
2020-2021;5e leerjaar;;16;De Gele Ballon
2020-2021;6e leerjaar;1;12;De Gele Ballon
2020-2021;1e leerjaar;;18;Omnimundo
2020-2021;2e leerjaar;;21;Omnimundo
2020-2021;3e leerjaar;1;22;Omnimundo
2020-2021;4e leerjaar;;19;Omnimundo
2020-2021;5e leerjaar;;15;Omnimundo
2020-2021;6e leerjaar;;14;Omnimundo
2020-2021;1e leerjaar;2;24;Het Talent
2020-2021;2e leerjaar;2;21;Het Talent
2020-2021;3e leerjaar;;21;Het Talent
2020-2021;4e leerjaar;;12;Het Talent
2020-2021;5e leerjaar;;19;Het Talent
2020-2021;6e leerjaar;1;13;Het Talent
2020-2021;1e leerjaar;;23;Kleine Muze
2020-2021;2e leerjaar;;24;Kleine Muze
2020-2021;3e leerjaar;;18;Kleine Muze
2020-2021;4e leerjaar;1;23;Kleine Muze
2020-2021;5e leerjaar;;20;Kleine Muze
2020-2021;6e leerjaar;;21;Kleine Muze
2020-2021;1e leerjaar;4;51;Groene Eilandje
2020-2021;2e leerjaar;1;49;Groene Eilandje
2020-2021;3e leerjaar;3;50;Groene Eilandje
2020-2021;4e leerjaar;1;45;Groene Eilandje
2020-2021;5e leerjaar;;43;Groene Eilandje
2020-2021;6e leerjaar;;31;Groene Eilandje
2020-2021;1e leerjaar;;25;Land van Nu
2020-2021;2e leerjaar;1;26;Land van Nu
2020-2021;3e leerjaar;;22;Land van Nu
2020-2021;4e leerjaar;;25;Land van Nu
2020-2021;5e leerjaar;;33;Land van Nu
2020-2021;6e leerjaar;;18;Land van Nu
2020-2021;1e leerjaar;1;23;Land van Nu
2020-2021;2e leerjaar;;20;Land van Nu
2020-2021;3e leerjaar;;23;Land van Nu
2020-2021;4e leerjaar;2;20;Land van Nu
2020-2021;5e leerjaar;1;25;Land van Nu
2020-2021;6e leerjaar;;9;Land van Nu
2020-2021;1e leerjaar;3;27;De Zonnebloem
2020-2021;2e leerjaar;2;24;De Zonnebloem
2020-2021;3e leerjaar;;27;De Zonnebloem
2020-2021;4e leerjaar;2;26;De Zonnebloem
2020-2021;5e leerjaar;;19;De Zonnebloem
2020-2021;6e leerjaar;;26;De Zonnebloem
2020-2021;1e leerjaar;4;26;Elisabeth
2020-2021;2e leerjaar;;20;Elisabeth
2020-2021;3e leerjaar;;23;Elisabeth
2020-2021;4e leerjaar;1;25;Elisabeth
2020-2021;5e leerjaar;2;23;Elisabeth
2020-2021;6e leerjaar;;17;Elisabeth
2020-2021;1e leerjaar;2;25;Het Pieterke
2020-2021;2e leerjaar;1;16;Het Pieterke
2020-2021;3e leerjaar;1;25;Het Pieterke
2020-2021;4e leerjaar;2;21;Het Pieterke
2020-2021;5e leerjaar;;17;Het Pieterke
2020-2021;6e leerjaar;;16;Het Pieterke
2020-2021;1e leerjaar;7;30;Studio Dynamo
2020-2021;2e leerjaar;1;24;Studio Dynamo
2020-2021;3e leerjaar;1;26;Studio Dynamo
2020-2021;4e leerjaar;;19;Studio Dynamo
2020-2021;5e leerjaar;;13;Studio Dynamo
2020-2021;6e leerjaar;;9;Studio Dynamo
2020-2021;1e leerjaar;;25;Het Atelier
2020-2021;2e leerjaar;1;25;Het Atelier
2020-2021;3e leerjaar;1;18;Het Atelier
2020-2021;4e leerjaar;1;16;Het Atelier
2020-2021;5e leerjaar;;30;Het Atelier
2020-2021;6e leerjaar;;15;Het Atelier
2020-2021;1e leerjaar;2;22;TipTop
2020-2021;2e leerjaar;1;20;TipTop
2020-2021;3e leerjaar;;20;TipTop
2020-2021;4e leerjaar;1;18;TipTop
2020-2021;5e leerjaar;;18;TipTop
2020-2021;6e leerjaar;;1;TipTop
2021-2022;1e leerjaar;1;33;Prins Dries
2021-2022;2e leerjaar;2;30;Prins Dries
2021-2022;3e leerjaar;;31;Prins Dries
2021-2022;4e leerjaar;1;36;Prins Dries
2021-2022;5e leerjaar;;38;Prins Dries
2021-2022;6e leerjaar;;35;Prins Dries
2021-2022;1e leerjaar;3;44;De Evenaar
2021-2022;2e leerjaar;3;43;De Evenaar
2021-2022;3e leerjaar;1;40;De Evenaar
2021-2022;4e leerjaar;1;43;De Evenaar
2021-2022;5e leerjaar;;44;De Evenaar
2021-2022;6e leerjaar;;34;De Evenaar
2021-2022;1e leerjaar;;19;Alberreke
2021-2022;2e leerjaar;;19;Alberreke
2021-2022;3e leerjaar;;17;Alberreke
2021-2022;4e leerjaar;;22;Alberreke
2021-2022;5e leerjaar;1;19;Alberreke
2021-2022;6e leerjaar;;19;Alberreke
2021-2022;1e leerjaar;;27;De Wereldreiziger
2021-2022;2e leerjaar;;34;De Wereldreiziger
2021-2022;3e leerjaar;;42;De Wereldreiziger
2021-2022;4e leerjaar;1;41;De Wereldreiziger
2021-2022;5e leerjaar;;32;De Wereldreiziger
2021-2022;6e leerjaar;;37;De Wereldreiziger
2021-2022;1e leerjaar;;20;Via Louiza
2021-2022;2e leerjaar;1;21;Via Louiza
2021-2022;3e leerjaar;;15;Via Louiza
2021-2022;4e leerjaar;;17;Via Louiza
2021-2022;5e leerjaar;2;15;Via Louiza
2021-2022;6e leerjaar;1;12;Via Louiza
2021-2022;1e leerjaar;4;48;De Vlinders
2021-2022;2e leerjaar;5;31;De Vlinders
2021-2022;3e leerjaar;5;44;De Vlinders
2021-2022;4e leerjaar;2;30;De Vlinders
2021-2022;5e leerjaar;5;31;De Vlinders
2021-2022;6e leerjaar;;22;De Vlinders
2021-2022;1e leerjaar;;47;Musica
2021-2022;2e leerjaar;;47;Musica
2021-2022;3e leerjaar;1;48;Musica
2021-2022;4e leerjaar;;47;Musica
2021-2022;5e leerjaar;;50;Musica
2021-2022;6e leerjaar;;49;Musica
2021-2022;1e leerjaar;4;51;Aan de stroom
2021-2022;2e leerjaar;6;47;Aan de stroom
2021-2022;3e leerjaar;1;42;Aan de stroom
2021-2022;4e leerjaar;3;45;Aan de stroom
2021-2022;5e leerjaar;1;50;Aan de stroom
2021-2022;6e leerjaar;;39;Aan de stroom
2021-2022;1e leerjaar;2;34;De Kleine Stad
2021-2022;2e leerjaar;1;34;De Kleine Stad
2021-2022;3e leerjaar;;44;De Kleine Stad
2021-2022;4e leerjaar;;42;De Kleine Stad
2021-2022;5e leerjaar;;43;De Kleine Stad
2021-2022;6e leerjaar;;47;De Kleine Stad
2021-2022;1e leerjaar;;47;Crea 16
2021-2022;2e leerjaar;;47;Crea 16
2021-2022;3e leerjaar;;45;Crea 16
2021-2022;4e leerjaar;;49;Crea 16
2021-2022;5e leerjaar;;48;Crea 16
2021-2022;6e leerjaar;;40;Crea 16
2021-2022;1e leerjaar;1;44;De Kleine Wereld
2021-2022;2e leerjaar;4;48;De Kleine Wereld
2021-2022;3e leerjaar;6;47;De Kleine Wereld
2021-2022;4e leerjaar;2;43;De Kleine Wereld
2021-2022;5e leerjaar;;42;De Kleine Wereld
2021-2022;6e leerjaar;;43;De Kleine Wereld
2021-2022;1e leerjaar;5;27;Sportomundo
2021-2022;2e leerjaar;5;37;Sportomundo
2021-2022;3e leerjaar;2;30;Sportomundo
2021-2022;4e leerjaar;7;35;Sportomundo
2021-2022;5e leerjaar;3;18;Sportomundo
2021-2022;6e leerjaar;;12;Sportomundo
2021-2022;1e leerjaar;8;49;Villa Stuivenberg
2021-2022;2e leerjaar;9;59;Villa Stuivenberg
2021-2022;3e leerjaar;2;36;Villa Stuivenberg
2021-2022;4e leerjaar;5;39;Villa Stuivenberg
2021-2022;5e leerjaar;1;37;Villa Stuivenberg
2021-2022;6e leerjaar;;18;Villa Stuivenberg
2021-2022;1e leerjaar;;22;De Bijtjes
2021-2022;1e leerjaar;1;70;De Sterrenkijker
2021-2022;2e leerjaar;3;69;De Sterrenkijker
2021-2022;3e leerjaar;2;63;De Sterrenkijker
2021-2022;4e leerjaar;2;68;De Sterrenkijker
2021-2022;5e leerjaar;;65;De Sterrenkijker
2021-2022;6e leerjaar;1;65;De Sterrenkijker
2021-2022;1e leerjaar;5;50;Creatopia
2021-2022;2e leerjaar;3;36;Creatopia
2021-2022;3e leerjaar;3;34;Creatopia
2021-2022;4e leerjaar;3;41;Creatopia
2021-2022;5e leerjaar;2;28;Creatopia
2021-2022;6e leerjaar;;23;Creatopia
2021-2022;1e leerjaar;9;70;De Tandem
2021-2022;2e leerjaar;5;66;De Tandem
2021-2022;3e leerjaar;2;54;De Tandem
2021-2022;4e leerjaar;1;65;De Tandem
2021-2022;5e leerjaar;3;76;De Tandem
2021-2022;6e leerjaar;;52;De Tandem
2021-2022;1e leerjaar;2;46;De Piramide
2021-2022;2e leerjaar;3;46;De Piramide
2021-2022;3e leerjaar;6;41;De Piramide
2021-2022;4e leerjaar;9;49;De Piramide
2021-2022;5e leerjaar;4;41;De Piramide
2021-2022;6e leerjaar;;29;De Piramide
2021-2022;1e leerjaar;3;24;De Schroef
2021-2022;2e leerjaar;;22;De Schroef
2021-2022;3e leerjaar;;22;De Schroef
2021-2022;4e leerjaar;;22;De Schroef
2021-2022;5e leerjaar;;22;De Schroef
2021-2022;6e leerjaar;;21;De Schroef
2021-2022;1e leerjaar;3;30;De Beren
2021-2022;2e leerjaar;1;38;De Beren
2021-2022;3e leerjaar;1;29;De Beren
2021-2022;4e leerjaar;;26;De Beren
2021-2022;5e leerjaar;;33;De Beren
2021-2022;6e leerjaar;;23;De Beren
2021-2022;1e leerjaar;;23;De Brem
2021-2022;2e leerjaar;;26;De Brem
2021-2022;3e leerjaar;;27;De Brem
2021-2022;4e leerjaar;1;27;De Brem
2021-2022;5e leerjaar;;25;De Brem
2021-2022;6e leerjaar;;26;De Brem
2021-2022;1e leerjaar;3;45;Klimoever
2021-2022;2e leerjaar;;37;Klimoever
2021-2022;3e leerjaar;3;48;Klimoever
2021-2022;4e leerjaar;1;44;Klimoever
2021-2022;5e leerjaar;3;49;Klimoever
2021-2022;6e leerjaar;;38;Klimoever
2021-2022;1e leerjaar;6;47;De Luchtballon
2021-2022;2e leerjaar;6;45;De Luchtballon
2021-2022;3e leerjaar;3;43;De Luchtballon
2021-2022;4e leerjaar;5;44;De Luchtballon
2021-2022;5e leerjaar;;37;De Luchtballon
2021-2022;6e leerjaar;;16;De Luchtballon
2021-2022;1e leerjaar;2;41;Hoedjes van Papier
2021-2022;2e leerjaar;;42;Hoedjes van Papier
2021-2022;3e leerjaar;1;49;Hoedjes van Papier
2021-2022;4e leerjaar;;42;Hoedjes van Papier
2021-2022;5e leerjaar;;47;Hoedjes van Papier
2021-2022;6e leerjaar;;38;Hoedjes van Papier
2021-2022;1e leerjaar;2;49;Het Vliegertje
2021-2022;2e leerjaar;1;42;Het Vliegertje
2021-2022;3e leerjaar;3;48;Het Vliegertje
2021-2022;4e leerjaar;3;45;Het Vliegertje
2021-2022;5e leerjaar;1;48;Het Vliegertje
2021-2022;6e leerjaar;;41;Het Vliegertje
2021-2022;1e leerjaar;5;50;Het Baronneke
2021-2022;2e leerjaar;2;42;Het Baronneke
2021-2022;3e leerjaar;;43;Het Baronneke
2021-2022;4e leerjaar;;42;Het Baronneke
2021-2022;5e leerjaar;;36;Het Baronneke
2021-2022;6e leerjaar;;34;Het Baronneke
2021-2022;1e leerjaar;7;38;De Kleine Ontdekker
2021-2022;2e leerjaar;4;50;De Kleine Ontdekker
2021-2022;3e leerjaar;4;42;De Kleine Ontdekker
2021-2022;4e leerjaar;2;49;De Kleine Ontdekker
2021-2022;5e leerjaar;2;45;De Kleine Ontdekker
2021-2022;6e leerjaar;;33;De Kleine Ontdekker
2021-2022;1e leerjaar;4;25;De Mozaïek
2021-2022;2e leerjaar;;22;De Mozaïek
2021-2022;3e leerjaar;2;25;De Mozaïek
2021-2022;4e leerjaar;;17;De Mozaïek
2021-2022;5e leerjaar;;18;De Mozaïek
2021-2022;6e leerjaar;;20;De Mozaïek
2021-2022;1e leerjaar;7;33;De Bever
2021-2022;2e leerjaar;5;43;De Bever
2021-2022;3e leerjaar;5;30;De Bever
2021-2022;4e leerjaar;2;37;De Bever
2021-2022;5e leerjaar;2;37;De Bever
2021-2022;6e leerjaar;;29;De Bever
2021-2022;1e leerjaar;7;50;De Kangoeroe
2021-2022;2e leerjaar;5;46;De Kangoeroe
2021-2022;3e leerjaar;3;44;De Kangoeroe
2021-2022;4e leerjaar;2;43;De Kangoeroe
2021-2022;5e leerjaar;;40;De Kangoeroe
2021-2022;6e leerjaar;;30;De Kangoeroe
2021-2022;1e leerjaar;2;26;De Speelvogel
2021-2022;2e leerjaar;2;23;De Speelvogel
2021-2022;3e leerjaar;1;32;De Speelvogel
2021-2022;4e leerjaar;1;25;De Speelvogel
2021-2022;5e leerjaar;;20;De Speelvogel
2021-2022;6e leerjaar;;22;De Speelvogel
2021-2022;1e leerjaar;2;41;Inpeeria
2021-2022;2e leerjaar;2;45;Inpeeria
2021-2022;3e leerjaar;4;40;Inpeeria
2021-2022;4e leerjaar;1;40;Inpeeria
2021-2022;5e leerjaar;1;36;Inpeeria
2021-2022;6e leerjaar;;27;Inpeeria
2021-2022;1e leerjaar;5;92;De Vlinderboom
2021-2022;2e leerjaar;2;89;De Vlinderboom
2021-2022;3e leerjaar;1;87;De Vlinderboom
2021-2022;4e leerjaar;;93;De Vlinderboom
2021-2022;5e leerjaar;;94;De Vlinderboom
2021-2022;6e leerjaar;1;102;De Vlinderboom
2021-2022;1e leerjaar;2;30;De Esdoorn
2021-2022;2e leerjaar;2;29;De Esdoorn
2021-2022;3e leerjaar;4;32;De Esdoorn
2021-2022;4e leerjaar;2;24;De Esdoorn
2021-2022;5e leerjaar;1;28;De Esdoorn
2021-2022;6e leerjaar;;19;De Esdoorn
2021-2022;1e leerjaar;4;40;Flora
2021-2022;2e leerjaar;2;35;Flora
2021-2022;3e leerjaar;3;32;Flora
2021-2022;4e leerjaar;2;30;Flora
2021-2022;5e leerjaar;1;36;Flora
2021-2022;6e leerjaar;;25;Flora
2021-2022;1e leerjaar;3;23;De Horizon
2021-2022;2e leerjaar;3;25;De Horizon
2021-2022;3e leerjaar;;20;De Horizon
2021-2022;4e leerjaar;;21;De Horizon
2021-2022;5e leerjaar;2;13;De Horizon
2021-2022;6e leerjaar;;10;De Horizon
2021-2022;1e leerjaar;1;25;De Kolibrie
2021-2022;2e leerjaar;;22;De Kolibrie
2021-2022;3e leerjaar;1;25;De Kolibrie
2021-2022;4e leerjaar;;36;De Kolibrie
2021-2022;5e leerjaar;1;23;De Kolibrie
2021-2022;6e leerjaar;;24;De Kolibrie
2021-2022;1e leerjaar;3;37;De Boomhut
2021-2022;2e leerjaar;1;29;De Boomhut
2021-2022;3e leerjaar;3;29;De Boomhut
2021-2022;4e leerjaar;2;23;De Boomhut
2021-2022;5e leerjaar;1;24;De Boomhut
2021-2022;6e leerjaar;;21;De Boomhut
2021-2022;1e leerjaar;2;39;Leopold III
2021-2022;2e leerjaar;3;39;Leopold III
2021-2022;3e leerjaar;1;29;Leopold III
2021-2022;4e leerjaar;;43;Leopold III
2021-2022;5e leerjaar;;36;Leopold III
2021-2022;6e leerjaar;;35;Leopold III
2021-2022;1e leerjaar;4;31;Fruithof
2021-2022;2e leerjaar;2;22;Fruithof
2021-2022;3e leerjaar;1;29;Fruithof
2021-2022;4e leerjaar;7;36;Fruithof
2021-2022;5e leerjaar;;28;Fruithof
2021-2022;6e leerjaar;;27;Fruithof
2021-2022;1e leerjaar;4;20;Klavertjevier
2021-2022;2e leerjaar;3;20;Klavertjevier
2021-2022;3e leerjaar;1;25;Klavertjevier
2021-2022;4e leerjaar;4;24;Klavertjevier
2021-2022;5e leerjaar;4;26;Klavertjevier
2021-2022;6e leerjaar;;21;Klavertjevier
2021-2022;1e leerjaar;4;40;De Letter
2021-2022;2e leerjaar;1;45;De Letter
2021-2022;3e leerjaar;3;35;De Letter
2021-2022;4e leerjaar;4;47;De Letter
2021-2022;5e leerjaar;1;34;De Letter
2021-2022;6e leerjaar;;41;De Letter
2021-2022;1e leerjaar;;26;De Zonnebloem
2021-2022;2e leerjaar;;25;De Zonnebloem
2021-2022;3e leerjaar;;25;De Zonnebloem
2021-2022;4e leerjaar;;25;De Zonnebloem
2021-2022;5e leerjaar;;25;De Zonnebloem
2021-2022;6e leerjaar;;27;De Zonnebloem
2021-2022;1e leerjaar;;53;Polderstad
2021-2022;2e leerjaar;;48;Polderstad
2021-2022;3e leerjaar;;49;Polderstad
2021-2022;4e leerjaar;1;48;Polderstad
2021-2022;5e leerjaar;1;43;Polderstad
2021-2022;6e leerjaar;;47;Polderstad
2021-2022;1e leerjaar;3;37;Edison
2021-2022;2e leerjaar;;34;Edison
2021-2022;3e leerjaar;2;33;Edison
2021-2022;4e leerjaar;1;37;Edison
2021-2022;5e leerjaar;1;41;Edison
2021-2022;6e leerjaar;;33;Edison
2021-2022;1e leerjaar;4;63;Het Kompas
2021-2022;2e leerjaar;;61;Het Kompas
2021-2022;3e leerjaar;3;67;Het Kompas
2021-2022;4e leerjaar;;62;Het Kompas
2021-2022;5e leerjaar;3;58;Het Kompas
2021-2022;6e leerjaar;;57;Het Kompas
2021-2022;1e leerjaar;2;34;Accent
2021-2022;2e leerjaar;7;38;Accent
2021-2022;3e leerjaar;3;37;Accent
2021-2022;4e leerjaar;3;42;Accent
2021-2022;5e leerjaar;3;34;Accent
2021-2022;6e leerjaar;;33;Accent
2021-2022;1e leerjaar;3;41;De Octopus
2021-2022;2e leerjaar;2;38;De Octopus
2021-2022;3e leerjaar;;44;De Octopus
2021-2022;4e leerjaar;2;38;De Octopus
2021-2022;5e leerjaar;2;38;De Octopus
2021-2022;6e leerjaar;;29;De Octopus
2021-2022;1e leerjaar;3;49;Optimist
2021-2022;2e leerjaar;8;50;Optimist
2021-2022;3e leerjaar;5;48;Optimist
2021-2022;4e leerjaar;5;48;Optimist
2021-2022;5e leerjaar;2;50;Optimist
2021-2022;6e leerjaar;;27;Optimist
2021-2022;1e leerjaar;;22;De Kleurenboom
2021-2022;2e leerjaar;2;25;De Kleurenboom
2021-2022;3e leerjaar;2;23;De Kleurenboom
2021-2022;4e leerjaar;3;24;De Kleurenboom
2021-2022;5e leerjaar;;17;De Kleurenboom
2021-2022;6e leerjaar;;15;De Kleurenboom
2021-2022;1e leerjaar;;19;De Gele Ballon
2021-2022;2e leerjaar;2;23;De Gele Ballon
2021-2022;3e leerjaar;;16;De Gele Ballon
2021-2022;4e leerjaar;1;19;De Gele Ballon
2021-2022;5e leerjaar;;11;De Gele Ballon
2021-2022;6e leerjaar;;17;De Gele Ballon
2021-2022;1e leerjaar;3;15;Omnimundo
2021-2022;2e leerjaar;1;17;Omnimundo
2021-2022;3e leerjaar;3;19;Omnimundo
2021-2022;4e leerjaar;;14;Omnimundo
2021-2022;5e leerjaar;;13;Omnimundo
2021-2022;6e leerjaar;;14;Omnimundo
2021-2022;1e leerjaar;;19;Het Talent
2021-2022;2e leerjaar;2;23;Het Talent
2021-2022;3e leerjaar;;17;Het Talent
2021-2022;4e leerjaar;1;20;Het Talent
2021-2022;5e leerjaar;1;11;Het Talent
2021-2022;6e leerjaar;1;17;Het Talent
2021-2022;1e leerjaar;;24;Kleine Muze
2021-2022;2e leerjaar;;20;Kleine Muze
2021-2022;3e leerjaar;1;24;Kleine Muze
2021-2022;4e leerjaar;1;19;Kleine Muze
2021-2022;5e leerjaar;;20;Kleine Muze
